nombre,tipo_eleccion,votos_totales,n_registros
MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,Camara de Representantes,32037,296
MOVIMIENTO ALTERNATIVA CIVICA,Concejo Municipal,106,3
MOVIMIENTO ALTERNATIVA COMUNITARIA,Alcaldía Municipal,3873,1
MOVIMIENTO ALTERNATIVA DEMOCRATICA,Concejo Municipal,199616,1696
MOVIMIENTO ALTERNATIVA DEMOCRATICA,Asamblea Departamental,76359,2124
MOVIMIENTO ALTERNATIVA DEMOCRATICA,Camara de Representantes,76140,936
MOVIMIENTO ALTERNATIVA DEMOCRATICA,Alcaldía Municipal,65778,56
MOVIMIENTO ALTERNATIVA DEMOCRATICA,Senado,41772,9304
MOVIMIENTO ALTERNATIVA DEMOCRATICA,Presidencia Primera Vuelta,29203,1125
MOVIMIENTO ALTERNATIVA DEMOCRATICA,C??mara de Representantes,7562,2487
MOVIMIENTO ALTERNATIVA POPULAR INDEPENDIENTE - MAPI,Alcaldía Municipal,2958,1
MOVIMIENTO ALTERNATIVA SOCIAL EN ACCION,Alcaldía Municipal,1240,1
MOVIMIENTO ALTERNATIVA SOCIAL EN ACCION,Concejo Municipal,564,12
MOVIMIENTO ALTERNATIVO DE AVANZADA SOCIAL - ALAS,C??mara de Representantes,183534,2636
MOVIMIENTO ALTERNATIVO DE AVANZADA SOCIAL - ALAS,Senado,116164,11136
MOVIMIENTO ALTERNATIVO DE AVANZADA SOCIAL - ALAS,Concejo Municipal,43185,328
MOVIMIENTO ALTERNATIVO DE AVANZADA SOCIAL - ALAS,Asamblea Departamental,28329,172
MOVIMIENTO ALTERNATIVO DE AVANZADA SOCIAL - ALAS,Alcaldía Municipal,12343,13
MOVIMIENTO ALTERNATIVO DE AVANZADA SOCIAL - ALAS,Gobernaci??n,5336,47
MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,Concejo Municipal,2338738,16895
MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,Alcaldía Municipal,957407,396
MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,Asamblea Departamental,410136,9127
MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,C??mara de Representantes,247293,7506
MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,Alcaldia,230286,149
MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,Senado,193603,8571
MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,Gobernaci??n,187156,393
MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,Gobernacion,20912,42
MOVIMIENTO AMBIENTALISTA,Alcaldía Municipal,723,1
MOVIMIENTO AMIGOS POR COLOMBIA,Camara de Representantes,2033,2
MOVIMIENTO AMOR POR COLOMBIA,Presidencia,2411,1094
MOVIMIENTO ANTIOQUIA UNIDA,Gobernaci??n,247945,123
MOVIMIENTO APERTURA LIBERAL,Concejo Municipal,1056041,9055
MOVIMIENTO APERTURA LIBERAL,Alcaldía Municipal,743444,370
MOVIMIENTO APERTURA LIBERAL,Asamblea Departamental,567352,11778
MOVIMIENTO APERTURA LIBERAL,C??mara de Representantes,499849,8951
MOVIMIENTO APERTURA LIBERAL,Gobernaci??n,274531,320
MOVIMIENTO APERTURA LIBERAL,Senado,87009,8234
MOVIMIENTO APERTURA LIBERAL,Camara de Representantes,39194,80
MOVIMIENTO APERTURA LIBERAL,Presidencia Primera Vuelta,29151,1080
MOVIMIENTO ARENA,C??mara de Representantes,67850,1609
MOVIMIENTO ARENA,Camara de Representantes,21043,860
MOVIMIENTO ARENA,Senado,20511,2156
MOVIMIENTO ARENA,Concejo Municipal,12873,112
MOVIMIENTO AUTONOMIA CIUDADANA,C??mara de Representantes,30448,1907
MOVIMIENTO AUTONOMIA CIUDADANA,Senado,29430,6340
MOVIMIENTO AUTONOMIA CIUDADANA,Asamblea Departamental,5898,168
MOVIMIENTO AUTONOMIA CIUDADANA,Alcaldía Municipal,4485,3
MOVIMIENTO BLANCO POR LA PAZ,C??mara de Representantes,574,33
MOVIMIENTO BOGOTA VIVA,Alcaldía Municipal,28048,1
MOVIMIENTO CAMBIO RADICAL,Concejo Municipal,9355879,53993
MOVIMIENTO CAMBIO RADICAL,Asamblea Departamental,7418979,76632
MOVIMIENTO CAMBIO RADICAL,Senado,6891212,264093
MOVIMIENTO CAMBIO RADICAL,C??mara de Representantes,6678925,40480
MOVIMIENTO CAMBIO RADICAL,Alcaldía Municipal,5145864,1476
MOVIMIENTO CAMBIO RADICAL,Gobernaci??n,2385698,646
MOVIMIENTO CAMBIO RADICAL,Presidencia Primera Vuelta,1473627,1165
MOVIMIENTO CAMBIO RADICAL,Alcaldia,924204,172
MOVIMIENTO CAMPESINO LIDERES POR SAN BERNARDO,Concejo Municipal,656,11
MOVIMIENTO CAQUETA ES COLOMBIA,Alcaldía Municipal,2064,1
MOVIMIENTO CAUSA JUSTA,Alcaldía Municipal,1505,1
MOVIMIENTO CIUDADANIA PARTICIPATIVA,Concejo Municipal,1040,16
MOVIMIENTO CIUDADANO,Alcaldía Municipal,386743,65
MOVIMIENTO CIUDADANO,Concejo Municipal,232011,1524
MOVIMIENTO CIUDADANO,Senado,107676,17252
MOVIMIENTO CIUDADANO,Gobernaci??n,101780,268
MOVIMIENTO CIUDADANO,Camara de Representantes,90927,210
MOVIMIENTO CIUDADANO,Asamblea Departamental,72976,4112
MOVIMIENTO CIUDADANO,C??mara de Representantes,22231,1887
MOVIMIENTO CIUDADANO DE CAJAMARCA Y ANAIME,Alcaldía Municipal,756,1
MOVIMIENTO CIUDADANO JUNTOS RESCATEMOS A PLATO,Alcaldía Municipal,6675,1
MOVIMIENTO CIUDADANO OTRO CAMINO,Concejo Municipal,452,16
MOVIMIENTO CIUDADANO POR PASTO,Alcaldía Municipal,173752,2
MOVIMIENTO CIUDADANO PROSPERIDAD,Asamblea Departamental,239,26
MOVIMIENTO CIUDADANO RIOFRIO SI,Alcaldía Municipal,1754,1
MOVIMIENTO CIUDADANO UNIDOS CON LA W,Alcaldía Municipal,5711,1
MOVIMIENTO CIUDADANO UNIDOS POR SAPUYES,Alcaldía Municipal,1912,1
MOVIMIENTO CIUDADANO UNIDOS POR SAPUYES,Concejo Municipal,1068,10
MOVIMIENTO CIUDADANOS EN FORMACION,Senado,12846,6470
MOVIMIENTO CIUDADANOS EN FORMACION,Presidencia Primera Vuelta,9132,1084
MOVIMIENTO CIUDADANOS EN FORMACION,Camara de Representantes,7093,682
MOVIMIENTO CIVICO ALIANZA POPULAR POR VELEZ,Alcaldía Municipal,3807,1
MOVIMIENTO CIVICO AMAZONAS UNIDO,Camara de Representantes,2103,16
MOVIMIENTO CIVICO AMOR POR SONSON,Alcaldía Municipal,6290,1
MOVIMIENTO CIVICO AMOR POR SONSON,Concejo Municipal,1340,6
MOVIMIENTO CIVICO BELUMBRENSE,Alcaldía Municipal,7315,1
MOVIMIENTO CIVICO BIENESTAR POR GALERAS,Concejo Municipal,4162,12
MOVIMIENTO CIVICO BIENESTAR POR GALERAS,Alcaldía Municipal,4159,1
MOVIMIENTO CIVICO CAMPESINO,Concejo Municipal,1725,10
MOVIMIENTO CIVICO CAMPESINO DE CIMITARRA,Alcaldía Municipal,35,1
MOVIMIENTO CIVICO CANDIDATURA INDEPENDIENTE,Alcaldía Municipal,5956,1
MOVIMIENTO CIVICO CIUDAD BELLO,Concejo Municipal,3827,20
MOVIMIENTO CIVICO COMPROMISO BARICHARA,Concejo Municipal,373,10
MOVIMIENTO CIVICO COMUNAL,Alcaldía Municipal,2533,1
MOVIMIENTO CIVICO D.F.G.,Concejo Municipal,1764,28
MOVIMIENTO CIVICO DE INTEGRACION SOCIAL,Senado,8755,2114
MOVIMIENTO CIVICO DE PARTICIPACION CIUDADANA,Alcaldía Municipal,1185,1
MOVIMIENTO CIVICO DE SAN JOSE DEL PALMAR,Alcaldía Municipal,957,1
MOVIMIENTO CIVICO DE TODOS Y PARA TODOS,Alcaldía Municipal,1173,1
MOVIMIENTO CIVICO DEPORTIVO,Concejo Municipal,369,6
MOVIMIENTO CIVICO ECOLOGICO EL RETIRO,Concejo Municipal,273,6
MOVIMIENTO CIVICO HERNANDO BAUTISTA ALCALDE,Concejo Municipal,813,10
MOVIMIENTO CIVICO HERNANDO BAUTISTA ALCALDE,Alcaldía Municipal,657,1
"MOVIMIENTO CIVICO INDEPENDIENTE BUCARAMANGA HUMANA, PROSPERA Y BIEN ADMINISTRADA",Alcaldía Municipal,61848,1
MOVIMIENTO CIVICO INDEPENDIENTE DE CACOTA,Alcaldía Municipal,878,1
MOVIMIENTO CIVICO INTEGRACION DE COMUNIDADES,Alcaldía Municipal,693,1
MOVIMIENTO CIVICO JUNTOS POR GARAGOA,Alcaldía Municipal,3592,1
MOVIMIENTO CIVICO LA VOZ DE LA CONSCIENCIA,Presidencia Primera Vuelta,31338,1084
MOVIMIENTO CIVICO LA VOZ DEL PUEBLO,Concejo Municipal,5374,20
MOVIMIENTO CIVICO LOGICA ETICA Y ESTETICA,Alcaldía Municipal,77275,1
MOVIMIENTO CIVICO PARA EL DESARROLLO INTEGRAL DE MONGUA,Alcaldía Municipal,474,1
MOVIMIENTO CIVICO PARA EL DESARROLLO INTEGRAL DE MONGUA,Concejo Municipal,422,8
MOVIMIENTO CIVICO PEREIRA DE TODOS Y PARA TODOS,Alcaldía Municipal,6761,1
MOVIMIENTO CIVICO POPULAR DE RIVERA,Alcaldía Municipal,1572,1
MOVIMIENTO CIVICO POR ARANZAZU,Concejo Municipal,413,5
MOVIMIENTO CIVICO POR EL SOCORRO,Concejo Municipal,1759,13
MOVIMIENTO CIVICO POR FUSAGASUGA,Alcaldía Municipal,7769,1
MOVIMIENTO CIVICO POR LA DIGNIDAD LA UNIDAD Y LA RECONCILIACION,Alcaldía Municipal,2352,1
MOVIMIENTO CIVICO POR LA PAZ,Concejo Municipal,1568,7
MOVIMIENTO CIVICO POR LA RENOVACION DE MEDINA,Concejo Municipal,100,6
MOVIMIENTO CIVICO POR SALGAR,Alcaldía Municipal,594,1
MOVIMIENTO CIVICO POR SALGAR,Concejo Municipal,462,12
MOVIMIENTO CIVICO POR SONSON,Alcaldía Municipal,5294,1
MOVIMIENTO CIVICO POR UN MEJOR APARTADO,Alcaldía Municipal,64,1
MOVIMIENTO CIVICO PROTESTAR,Presidencia Primera Vuelta,9057,1125
MOVIMIENTO CIVICO SERIEDAD COLOMBIA,Camara de Representantes,80528,130
MOVIMIENTO CIVICO SERIEDAD COLOMBIA,Asamblea Departamental,11067,574
MOVIMIENTO CIVICO SERIEDAD COLOMBIA,Senado,7276,2156
MOVIMIENTO CIVICO SERIEDAD COLOMBIA,Alcaldía Municipal,2195,3
MOVIMIENTO CIVICO SERIEDAD COLOMBIA,Concejo Municipal,869,12
MOVIMIENTO CIVICO SERIEDAD POR COLOMBIA,Gobernaci??n,310512,44
MOVIMIENTO CIVICO SERIEDAD POR COLOMBIA,Alcaldía Municipal,89594,15
MOVIMIENTO CIVICO SERIEDAD POR COLOMBIA,Concejo Municipal,75632,770
MOVIMIENTO CIVICO SERIEDAD POR COLOMBIA,C??mara de Representantes,42284,259
MOVIMIENTO CIVICO SERIEDAD POR COLOMBIA,Asamblea Departamental,26343,368
MOVIMIENTO CIVICO SOCIAL POR GACHETA,Alcaldía Municipal,1809,1
MOVIMIENTO CIVICO SOCIAL Y DEPORTIVO,Concejo Municipal,382,6
MOVIMIENTO CIVICO SUBACHOQUE,Alcaldía Municipal,3113,1
MOVIMIENTO CIVICO SUBACHOQUE,Concejo Municipal,1464,10
MOVIMIENTO CIVICO SUBACHOQUE SEGURO,Concejo Municipal,621,12
MOVIMIENTO CIVICO SUPATA SOCIAL,Concejo Municipal,901,8
MOVIMIENTO CIVICO SURATEÑO,Alcaldía Municipal,639,1
MOVIMIENTO CIVICO TODOS POR EL SOCORRO,Alcaldía Municipal,2684,1
MOVIMIENTO CIVICO TRABAJEMOS JUNTOS,Concejo Municipal,520,8
MOVIMIENTO CIVICO UNIDOS POR LA DIGNIDAD,Alcaldía Municipal,2228,1
MOVIMIENTO CIVICO VAMOS CON GLORIA,Concejo Municipal,1362,14
MOVIMIENTO CIVICO WILLISTA CONTINUEMOS CONSTRUYENDO PROGRESO,Concejo Municipal,7405,36
MOVIMIENTO CIVICO Y COMUNITARIO,Concejo Municipal,1395,11
MOVIMIENTO CIVICO Y COMUNITARIO POR SAN BERNARDO,Alcaldía Municipal,3266,1
MOVIMIENTO CIVICO YONDO COMUNITARIO,Alcaldía Municipal,861,1
MOVIMIENTO CIVICO YONDO COMUNITARIO,Concejo Municipal,715,12
MOVIMIENTO COLOMBIA MI PAIS,Senado,64231,5000
MOVIMIENTO COLOMBIA MI PAIS,Camara de Representantes,43673,180
MOVIMIENTO COLOMBIA MI PAIS,Asamblea Departamental,20929,400
MOVIMIENTO COLOMBIA MI PAIS,Alcaldía Municipal,18791,7
MOVIMIENTO COLOMBIA MI PAIS,Concejo Municipal,17143,320
MOVIMIENTO COLOMBIA MI PAIS,C??mara de Representantes,1180,180
MOVIMIENTO COLOMBIA MISION COLECTIVA,Senado,17679,2162
MOVIMIENTO COLOMBIA MISION COLECTIVA,Camara de Representantes,5294,4
MOVIMIENTO COLOMBIA SIEMPRE,Alcaldía Municipal,978166,57
MOVIMIENTO COLOMBIA SIEMPRE,Senado,255691,25989
MOVIMIENTO COLOMBIA SIEMPRE,C??mara de Representantes,111742,1242
MOVIMIENTO COLOMBIA SIEMPRE,Concejo Municipal,99309,781
MOVIMIENTO COLOMBIA SIEMPRE,Asamblea Departamental,16388,399
MOVIMIENTO COLOMBIA SIEMPRE,Gobernaci??n,1897,7
MOVIMIENTO COLOMBIA VIVA,Concejo Municipal,903999,5270
MOVIMIENTO COLOMBIA VIVA,Asamblea Departamental,551358,4969
MOVIMIENTO COLOMBIA VIVA,Alcaldía Municipal,494050,109
MOVIMIENTO COLOMBIA VIVA,Senado,229562,4826
MOVIMIENTO COLOMBIA VIVA,C??mara de Representantes,29348,1265
MOVIMIENTO COLOMBIA VIVA,Gobernaci??n,1171,41
MOVIMIENTO COM POR LA INTEGRACION Y EL DESARROLLO DE PAEZ,Concejo Municipal,2855,14
MOVIMIENTO COMPROMISO CIVICO CRISTIANO C4,Concejo Municipal,260329,2275
MOVIMIENTO COMPROMISO CIVICO CRISTIANO C4,Senado,249514,54136
MOVIMIENTO COMPROMISO CIVICO CRISTIANO C4,Asamblea Departamental,184934,7955
MOVIMIENTO COMPROMISO CIVICO CRISTIANO C4,C??mara de Representantes,157081,9717
MOVIMIENTO COMPROMISO CIVICO CRISTIANO C4,Camara de Representantes,81764,2176
MOVIMIENTO COMPROMISO CIVICO CRISTIANO C4,Alcaldía Municipal,32694,12
MOVIMIENTO COMPROMISO CIVICO CRISTIANO C4,Presidencia Primera Vuelta,11709,1125
MOVIMIENTO COMPROMISO CIVICO CRISTIANO C4,Gobernaci??n,3241,24
MOVIMIENTO COMPROMISO CON POTOSI,Alcaldía Municipal,2814,1
MOVIMIENTO COMUNAL,Concejo Municipal,1219,22
MOVIMIENTO COMUNITARIO E INDEPENDIENTE DE TARSO,Alcaldía Municipal,1149,1
MOVIMIENTO COMUNITARIO INDEPENDIENTE,Concejo Municipal,146,6
MOVIMIENTO COMUNITARIO ORGULLOSAMENTE SEGOVIANO,Alcaldía Municipal,2825,1
MOVIMIENTO COMUNITARIO POR LA INTEGRACION Y EL DESARROLLO DE PAEZ,Alcaldía Municipal,3901,1
MOVIMIENTO COMUNITARIO POR LA RESTAURACION SOCIAL DE MAGANGUE,Alcaldía Municipal,19700,1
MOVIMIENTO CON LA FUERZA DEL PUEBLO,Alcaldia,3629,2
MOVIMIENTO CONCERTACION CIVICA NACIONAL,Presidencia Primera Vuelta,55122,1125
MOVIMIENTO CONCERTACION CIVICA NACIONAL,Senado,51481,14933
MOVIMIENTO CONCERTACION CIVICA NACIONAL,Camara de Representantes,18170,408
MOVIMIENTO CONCERTACION CIVICA NACIONAL,C??mara de Representantes,13967,1659
MOVIMIENTO CONCERTACION CIVICA NACIONAL,Concejo Municipal,8061,71
MOVIMIENTO CONCERTACION CIVICA NACIONAL,Asamblea Departamental,6422,820
MOVIMIENTO CONCERTACION CIVICA NACIONAL,Alcaldía Municipal,2181,7
MOVIMIENTO CONCERTACION CIVICA NACIONAL,Gobernaci??n,2051,2
MOVIMIENTO CONSERVADOR DE RENOVACION CIENEGANA - CENTRO DEMOCRATICO,Alcaldía Municipal,788,1
MOVIMIENTO CONSERVATISMO INDEPENDIENTE,Concejo Municipal,249431,1874
MOVIMIENTO CONSERVATISMO INDEPENDIENTE,Camara de Representantes,155337,888
MOVIMIENTO CONSERVATISMO INDEPENDIENTE,Senado,147148,14548
MOVIMIENTO CONSERVATISMO INDEPENDIENTE,Asamblea Departamental,118497,2122
MOVIMIENTO CONSERVATISMO INDEPENDIENTE,Alcaldía Municipal,78010,51
MOVIMIENTO CONSERVATISMO INDEPENDIENTE,C??mara de Representantes,66117,1468
MOVIMIENTO CONSERVATISMO INDEPENDIENTE,Gobernaci??n,6129,23
MOVIMIENTO CONVERGENCIA CIUDADANA,Concejo Municipal,1269601,10596
MOVIMIENTO CONVERGENCIA CIUDADANA,Alcaldía Municipal,1267508,532
MOVIMIENTO CONVERGENCIA CIUDADANA,Asamblea Departamental,899185,19449
MOVIMIENTO CONVERGENCIA CIUDADANA,Senado,673266,42604
MOVIMIENTO CONVERGENCIA CIUDADANA,Gobernaci??n,665909,480
MOVIMIENTO CONVERGENCIA CIUDADANA,C??mara de Representantes,478256,5422
MOVIMIENTO CONVERGENCIA CIUDADANA,Camara de Representantes,1205,84
MOVIMIENTO CONVERGENCIA NACIONAL,Concejo Municipal,62247,345
MOVIMIENTO CONVERGENCIA NACIONAL,Presidencia Primera Vuelta,34461,1125
MOVIMIENTO CONVERGENCIA NACIONAL,Alcaldía Municipal,4471,1
MOVIMIENTO CONVERGENCIA POPULAR,Concejo Municipal,110550,849
MOVIMIENTO CONVERGENCIA POPULAR,Alcaldía Municipal,2247,1
MOVIMIENTO CONVERGENCIA POPULAR CIVICA,Gobernaci??n,1036350,196
MOVIMIENTO CONVERGENCIA POPULAR CIVICA,Alcaldía Municipal,220741,77
MOVIMIENTO CONVERGENCIA POPULAR CIVICA,C??mara de Representantes,193214,3622
MOVIMIENTO CONVERGENCIA POPULAR CIVICA,Senado,188441,65289
MOVIMIENTO CONVERGENCIA POPULAR CIVICA,Concejo Municipal,111308,1597
MOVIMIENTO CONVERGENCIA POPULAR CIVICA,Camara de Representantes,109573,724
MOVIMIENTO CONVERGENCIA POPULAR CIVICA,Asamblea Departamental,73361,2742
MOVIMIENTO CRISTIANO INDEPENDIENTE,Presidencia Primera Vuelta,6014,1125
MOVIMIENTO CULTURAL POPULAR,Senado,1161,2114
MOVIMIENTO CíVICO,Senado,51504,6528
MOVIMIENTO CíVICO,Alcaldía Municipal,21685,2
MOVIMIENTO CíVICO POPULAR,Gobernaci??n,48554,28
MOVIMIENTO CíVICO POPULAR,Concejo Municipal,27780,144
MOVIMIENTO CíVICO POPULAR,Alcaldía Municipal,9900,2
MOVIMIENTO DE ALTERNATIVA DE AVANZADA,Alcaldía Municipal,57261,19
MOVIMIENTO DE ALTERNATIVA DE AVANZADA,Asamblea Departamental,54485,887
MOVIMIENTO DE ALTERNATIVA DE AVANZADA,Concejo Municipal,53579,971
MOVIMIENTO DE ALTERNATIVA SOCIAL - MAS,Concejo Municipal,1325,15
MOVIMIENTO DE CIUDADANOS POR GENOVA,Concejo Municipal,413,10
MOVIMIENTO DE CONVERGENCIA UNIDOS POR TOTORO,Alcaldía Municipal,2104,1
MOVIMIENTO DE DISCAPACITADOS DE ANTIOQUIA,Concejo Municipal,5015,5
MOVIMIENTO DE INCLUSION CAJIQUENO - MIC,Concejo Municipal,788,14
MOVIMIENTO DE INCLUSION Y OPORTUNIDADES - MIO,Concejo Municipal,564793,5884
MOVIMIENTO DE INCLUSION Y OPORTUNIDADES - MIO,Gobernaci??n,493635,173
MOVIMIENTO DE INCLUSION Y OPORTUNIDADES - MIO,Alcaldía Municipal,316885,186
MOVIMIENTO DE INCLUSION Y OPORTUNIDADES - MIO,Asamblea Departamental,229780,5335
MOVIMIENTO DE INCLUSION Y OPORTUNIDADES - MIO,C??mara de Representantes,21059,1331
MOVIMIENTO DE INTEGRACION CIUDADANA,Concejo Municipal,254,7
MOVIMIENTO DE INTEGRACION CRISTIANO,Camara de Representantes,595,14
MOVIMIENTO DE INTEGRACION HUMANA,Camara de Representantes,1105,84
MOVIMIENTO DE INTEGRACION INDIGENA MUNICIPAL,Concejo Municipal,2774,11
MOVIMIENTO DE INTEGRACION LEIVANA,Alcaldía Municipal,2222,1
MOVIMIENTO DE INTEGRACION NACIONAL,Asamblea Departamental,479780,9572
MOVIMIENTO DE INTEGRACION NACIONAL,Alcaldía Municipal,432453,287
MOVIMIENTO DE INTEGRACION NACIONAL,Gobernaci??n,104331,358
MOVIMIENTO DE INTEGRACION NACIONAL,Concejo Municipal,64652,467
MOVIMIENTO DE INTEGRACION NACIONAL,Camara de Representantes,10060,8
MOVIMIENTO DE INTEGRACION POPULAR - MIPOL,Alcaldía Municipal,202452,71
MOVIMIENTO DE INTEGRACION POPULAR - MIPOL,Asamblea Departamental,164600,1837
MOVIMIENTO DE INTEGRACION POPULAR - MIPOL,Concejo Municipal,71994,943
MOVIMIENTO DE INTEGRACION POPULAR - MIPOL,Senado,34049,7850
MOVIMIENTO DE INTEGRACION POR SAN CARLOS,Alcaldía Municipal,437,1
MOVIMIENTO DE INTEGRACION POR SAN CARLOS,Concejo Municipal,77,10
MOVIMIENTO DE INTEGRACION POR UN YACUANQUER MAS HUMANO,Alcaldía Municipal,2682,1
MOVIMIENTO DE INTEGRACION PROGRESISTA,Alcaldía Municipal,3157,1
MOVIMIENTO DE INTEGRACION REGIONAL - IR,C??mara de Representantes,208087,1428
MOVIMIENTO DE INTEGRACION REGIONAL - IR,Asamblea Departamental,143579,5237
MOVIMIENTO DE INTEGRACION REGIONAL - IR,Concejo Municipal,93270,1218
MOVIMIENTO DE INTEGRACION REGIONAL - IR,Alcaldía Municipal,86928,50
MOVIMIENTO DE INTEGRACION REGIONAL - IR,Camara de Representantes,65294,175
MOVIMIENTO DE INTEGRACION REGIONAL - IR,Gobernaci??n,30100,22
MOVIMIENTO DE INTEGRACION REGIONAL - IR,Senado,7737,2156
MOVIMIENTO DE INTEGRACION RENOVADORA,Alcaldía Municipal,3140,1
MOVIMIENTO DE INTEGRACION SOCIAL,Asamblea Departamental,10697,436
MOVIMIENTO DE INTEGRACION SOCIAL,Alcaldía Municipal,2294,1
MOVIMIENTO DE IZQUIERDA DEMOCRATICO,Camara de Representantes,4169,226
MOVIMIENTO DE IZQUIERDA DEMOCRATICO,Asamblea Departamental,3945,226
MOVIMIENTO DE IZQUIERDA DEMOCRATICO,Concejo Municipal,3334,972
MOVIMIENTO DE PARTICIPACION COMUNITARIA - MPC,Asamblea Departamental,134800,5937
MOVIMIENTO DE PARTICIPACION COMUNITARIA - MPC,Alcaldía Municipal,131145,110
MOVIMIENTO DE PARTICIPACION COMUNITARIA - MPC,Concejo Municipal,98499,1799
MOVIMIENTO DE PARTICIPACION COMUNITARIA - MPC,C??mara de Representantes,87668,5018
MOVIMIENTO DE PARTICIPACION COMUNITARIA - MPC,Senado,82677,25849
MOVIMIENTO DE PARTICIPACION COMUNITARIA - MPC,Gobernaci??n,81585,290
MOVIMIENTO DE PARTICIPACION COMUNITARIA - MPC,Presidencia,15938,2202
MOVIMIENTO DE PARTICIPACION DEMOCRATICA,Alcaldía Municipal,1641,1
MOVIMIENTO DE PARTICIPACION POPULAR,C??mara de Representantes,143226,2463
MOVIMIENTO DE PARTICIPACION POPULAR,Concejo Municipal,118237,1758
MOVIMIENTO DE PARTICIPACION POPULAR,Asamblea Departamental,101128,2616
MOVIMIENTO DE PARTICIPACION POPULAR,Alcaldía Municipal,67797,67
MOVIMIENTO DE PARTICIPACION POPULAR,Gobernaci??n,59216,260
MOVIMIENTO DE PARTICIPACION POPULAR,Camara de Representantes,42545,74
MOVIMIENTO DE PARTICIPACION POPULAR,Presidencia Primera Vuelta,11455,1084
MOVIMIENTO DE PARTICIPACION POPULAR,Senado,10003,9304
MOVIMIENTO DE RECONCILIACION DEMOCRATICA - MRD,Alcaldía Municipal,1776,1
MOVIMIENTO DE RECONCILIACION DEMOCRATICA - MRD,Concejo Municipal,1204,13
MOVIMIENTO DE RECONCILIACIóN NACIONAL,Presidencia,18263,1170
MOVIMIENTO DE RENOVACION DEMOCRATICA,Camara de Representantes,20081,112
MOVIMIENTO DE RENOVACION DEMOCRATICA,Senado,19640,2114
MOVIMIENTO DE RENOVACION DEMOCRATICA,Concejo Municipal,831,8
MOVIMIENTO DE RENOVACION GUARCEÑA,Alcaldía Municipal,3691,1
MOVIMIENTO DE RENOVACION POPULAR,Alcaldia,4892,1
MOVIMIENTO DE RENOVACION POPULAR,Concejo Municipal,201,6
MOVIMIENTO DE RENOVACION SOCIAL POR AMAGA,Alcaldía Municipal,416,1
MOVIMIENTO DE SALVACION NACIONAL - MSN,Presidencia,1433913,1094
MOVIMIENTO DE SALVACION NACIONAL - MSN,Concejo Municipal,1006669,7770
MOVIMIENTO DE SALVACION NACIONAL - MSN,Gobernaci??n,552682,636
MOVIMIENTO DE SALVACION NACIONAL - MSN,Senado,526792,45696
MOVIMIENTO DE SALVACION NACIONAL - MSN,Asamblea Departamental,418568,12017
MOVIMIENTO DE SALVACION NACIONAL - MSN,Camara de Representantes,300528,2092
MOVIMIENTO DE SALVACION NACIONAL - MSN,Alcaldia,239428,212
MOVIMIENTO DE SALVACION NACIONAL - MSN,C??mara de Representantes,228106,8397
MOVIMIENTO DE SALVACION NACIONAL - MSN,Alcaldía Municipal,217562,84
MOVIMIENTO DE SALVACION NACIONAL - MSN,Gobernacion,63790,222
MOVIMIENTO DE SALVACION NACIONAL - MSN,Presidencia Primera Vuelta,48643,1147
MOVIMIENTO DE TRANSFORMACION NACIONAL,C??mara de Representantes,10222,404
MOVIMIENTO DE UNIDAD CACEREÑA,Alcaldía Municipal,2160,1
MOVIMIENTO DE UNIDAD NORTEVALLECAUCANA,Camara de Representantes,57894,252
MOVIMIENTO DE UNIDAD POR SUESCA,Alcaldía Municipal,1696,1
MOVIMIENTO DE UNIDAD RICAURTEÑA - LIDERAZGO CON JUSTICIA SOCIAL,Alcaldía Municipal,2723,1
MOVIMIENTO DEFENSA CIUDADANA,Senado,139263,9489
MOVIMIENTO DEFENSA CIUDADANA,Asamblea Departamental,31477,712
MOVIMIENTO DEFENSA CIUDADANA,Alcaldía Municipal,22456,18
MOVIMIENTO DEFENSA CIUDADANA,C??mara de Representantes,17594,2389
MOVIMIENTO DEFENSA CIUDADANA,Presidencia,16333,1167
MOVIMIENTO DEFENSA CIUDADANA,Camara de Representantes,14628,502
MOVIMIENTO DEFENSA CIUDADANA,Gobernaci??n,3061,47
MOVIMIENTO DEFENSA CIUDADANA,Concejo Municipal,1903,29
MOVIMIENTO DEJEN JUGAR AL MORENO,Senado,208262,13037
MOVIMIENTO DEJEN JUGAR AL MORENO,Concejo Municipal,111502,88
MOVIMIENTO DEJEN JUGAR AL MORENO,C??mara de Representantes,37363,810
MOVIMIENTO DEJEN JUGAR AL MORENO,Asamblea Departamental,9273,228
MOVIMIENTO DEJEN JUGAR AL MORENO,Alcaldía Municipal,2740,4
MOVIMIENTO DEMOCRATICO PROGRESISTA DE UNIDAD LINARENA,Alcaldía Municipal,3508,1
MOVIMIENTO DERECHO VIVO,Concejo Municipal,13606,23
